shirota,dolgota,elevation,slope_percent,current_speed,current_fuel_consumption,smart_optimal_speed,smart_optimal_fuel_consumption,fuel_saving,energy_saving
55.731500,37.606030,122.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.731490,37.605980,122.0,0.00,24,3.0,63,3.6,-0.6,-103.7
55.731490,37.605940,122.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.731490,37.605910,122.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.731490,37.605880,122.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.731510,37.605840,122.0,0.00,31,3.0,63,3.6,-0.6,-91.9
55.731540,37.605750,122.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.731540,37.605720,122.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.731540,37.605690,122.0,0.00,37,3.0,63,3.6,-0.6,-79.4
55.731530,37.605620,122.0,0.00,34,3.0,63,3.6,-0.6,-86.0
55.732140,37.603750,125.0,2.22,31,6.1,61.7,7.0,-0.9,-87.0
